CuttingID,OrderID,FactoryID,StyleID,DateKey,CuttingDate,CutQty,FabricUsedKG,MarkerEfficiencyPct
174,6,2,59,20250809,2025-08-09,3533,740.85,86.2
175,6,2,59,20250810,2025-08-10,3660,792.27,90.3
176,6,2,59,20250811,2025-08-11,2543,637.11,91.0
177,6,2,59,20250812,2025-08-12,2049,489.67,90.0
178,6,2,59,20250813,2025-08-13,2314,602.59,86.0
179,6,2,59,20250814,2025-08-14,1573,285.53,92.6
180,6,2,59,20250816,2025-08-16,1746,466.89,86.1
181,6,2,59,20250817,2025-08-17,1936,504.41,86.7
182,6,2,59,20250818,2025-08-18,1790,336.42,93.8
183,6,2,59,20250819,2025-08-19,1880,442.56,92.5
184,6,2,59,20250820,2025-08-20,3543,702.75,86.3
185,6,2,59,20250821,2025-08-21,2414,562.75,84.8
186,6,2,59,20250823,2025-08-23,3082,748.12,87.2
187,6,2,59,20250824,2025-08-24,1724,476.91,90.1
188,6,2,59,20250825,2025-08-25,2513,615.05,88.3
189,6,2,59,20250826,2025-08-26,1618,334.86,89.8
190,6,2,59,20250827,2025-08-27,3783,939.13,91.0
191,6,2,59,20250828,2025-08-28,1907,531.43,88.2
192,6,2,59,20250830,2025-08-30,1937,439.36,91.3
193,6,2,59,20250831,2025-08-31,2784,642.52,83.6
194,6,2,59,20250901,2025-09-01,2152,565.78,89.8
195,6,2,59,20250902,2025-09-02,1852,433.47,86.6
196,6,2,59,20250903,2025-09-03,3817,773.05,86.9
197,6,2,59,20250904,2025-09-04,3043,685.61,89.1
198,6,2,59,20250906,2025-09-06,2530,512.32,91.9
199,6,2,59,20250907,2025-09-07,3025,609.33,89.0
200,6,2,59,20250908,2025-09-08,3076,839.96,84.8
201,6,2,59,20250909,2025-09-09,2815,674.12,84.1
202,6,2,59,20250910,2025-09-10,2440,535.22,90.3
203,6,2,59,20250911,2025-09-11,2414,640.92,93.1
204,6,2,59,20250913,2025-09-13,1568,400.12,91.4
205,6,2,59,20250914,2025-09-14,2612,690.61,86.2
206,6,2,59,20250915,2025-09-15,2373,467.67,92.8
207,6,2,59,20250916,2025-09-16,3388,835.46,88.9
208,6,2,59,20250917,2025-09-17,2895,774.09,90.1
209,6,2,59,20250918,2025-09-18,1957,411.41,85.3
210,6,2,59,20250920,2025-09-20,3608,849.32,87.9
211,6,2,59,20250921,2025-09-21,3670,681.86,90.6
212,6,2,59,20250922,2025-09-22,3207,633.65,90.7
213,6,2,59,20250923,2025-09-23,3955,752.11,95.3
214,6,2,59,20250924,2025-09-24,3748,703.88,86.6
215,6,2,59,20250925,2025-09-25,2671,597.9,91.7
216,6,2,59,20250927,2025-09-27,2964,705.5,85.8
217,6,2,59,20250928,2025-09-28,773,207.87,88.5
218,6,2,59,20250929,2025-09-29,3245,849.32,94.8
219,6,2,59,20250930,2025-09-30,2103,556.61,90.4
220,7,1,29,20231101,2023-11-01,1164,251.03,82.2
221,7,1,29,20231102,2023-11-02,1821,428.96,79.8
222,7,1,29,20231104,2023-11-04,1712,341.44,82.0
223,7,1,29,20231105,2023-11-05,1036,245.26,78.1
224,7,1,29,20231106,2023-11-06,1321,359.47,85.3
225,7,1,29,20231107,2023-11-07,2670,663.24,82.7
226,7,1,29,20231108,2023-11-08,1177,253.47,79.6
227,7,1,29,20231109,2023-11-09,1669,322.73,76.6
228,7,1,29,20231111,2023-11-11,2080,461.02,83.7
229,7,1,29,20231112,2023-11-12,1796,345.45,86.1
230,7,1,29,20231113,2023-11-13,2119,590.2,82.0
231,7,1,29,20231114,2023-11-14,2423,480.88,79.2
232,7,1,29,20231115,2023-11-15,617,155.35,86.9
233,7,1,29,20231116,2023-11-16,1713,401.12,77.5
234,7,1,29,20231118,2023-11-18,1495,326.43,85.0
235,7,1,29,20231119,2023-11-19,1034,253.35,82.7
236,7,1,29,20231120,2023-11-20,1806,369.72,78.9
237,7,1,29,20231121,2023-11-21,1614,336.66,84.5
238,7,1,29,20231122,2023-11-22,1163,277.94,84.9
239,7,1,29,20231123,2023-11-23,1798,435.51,84.7
240,7,1,29,20231125,2023-11-25,2641,558.74,86.4
241,7,1,29,20231126,2023-11-26,1087,259.71,78.8
242,7,1,29,20231127,2023-11-27,2514,578.57,86.5
243,7,1,29,20231128,2023-11-28,1739,368.45,79.0
244,7,1,29,20231129,2023-11-29,1857,485.79,83.6
245,7,1,29,20231130,2023-11-30,2058,419.34,81.1
246,7,1,29,20231202,2023-12-02,637,115.24,85.2
247,7,1,29,20231203,2023-12-03,1956,429.85,84.7
248,7,1,29,20231204,2023-12-04,628,124.93,77.1
249,7,1,29,20231205,2023-12-05,2229,546.22,78.3
250,7,1,29,20231206,2023-12-06,2076,513.11,78.8
251,7,1,29,20231207,2023-12-07,967,211.93,79.8
252,7,1,29,20231209,2023-12-09,1519,277.16,77.2
253,7,1,29,20231210,2023-12-10,1072,298.07,76.5
254,7,1,29,20231211,2023-12-11,1743,415.25,78.2
255,7,1,29,20231212,2023-12-12,2187,562.48,79.8
256,7,1,29,20231213,2023-12-13,1676,448.54,81.0
257,7,1,29,20231214,2023-12-14,1332,266.37,77.5
258,7,1,29,20231216,2023-12-16,1620,438.56,78.2
259,7,1,29,20231217,2023-12-17,2175,580.6,80.5
260,7,1,29,20231218,2023-12-18,1369,354.4,83.4
261,7,1,29,20231219,2023-12-19,1239,240.29,80.6
262,7,1,29,20231220,2023-12-20,1810,381.47,83.6
263,7,1,29,20231221,2023-12-21,1727,356.53,78.1
264,7,1,29,20231223,2023-12-23,1540,379.29,85.6
265,7,1,29,20231224,2023-12-24,2023,558.82,80.1
266,7,1,29,20231225,2023-12-25,1616,322.46,82.2
267,8,3,45,20230528,2023-05-28,336,81.05,82.4
268,8,3,45,20230529,2023-05-29,338,78.78,78.9
269,8,3,45,20230530,2023-05-30,321,71.29,75.1
270,8,3,45,20230531,2023-05-31,341,92.92,78.3
271,8,3,45,20230601,2023-06-01,570,131.28,76.2
272,8,3,45,20230603,2023-06-03,171,39.7,81.3
273,8,3,45,20230604,2023-06-04,338,64.06,82.4
274,8,3,45,20230605,2023-06-05,499,106.48,76.4
275,8,3,45,20230606,2023-06-06,468,125.82,78.5
276,8,3,45,20230607,2023-06-07,497,102.77,81.0
277,8,3,45,20230608,2023-06-08,463,87.43,80.1
278,8,3,45,20230610,2023-06-10,289,60.18,80.3
279,8,3,45,20230611,2023-06-11,394,107.03,79.1
280,8,3,45,20230612,2023-06-12,800,182.76,76.7
281,8,3,45,20230613,2023-06-13,461,101.35,83.1
282,8,3,45,20230614,2023-06-14,402,73.64,81.4
283,8,3,45,20230615,2023-06-15,399,78.52,81.8
284,8,3,45,20230617,2023-06-17,637,145.86,84.4
285,8,3,45,20230618,2023-06-18,433,104.7,81.8
286,8,3,45,20230619,2023-06-19,443,112.61,82.4
287,8,3,45,20230620,2023-06-20,192,37.43,82.1
288,8,3,45,20230621,2023-06-21,500,94.74,85.4
289,8,3,45,20230622,2023-06-22,784,163.89,76.6
290,8,3,45,20230624,2023-06-24,579,125.67,81.3
291,8,3,45,20230625,2023-06-25,421,100.95,82.2
292,8,3,45,20230626,2023-06-26,301,66.97,78.5
293,8,3,45,20230627,2023-06-27,397,76.27,88.5
294,8,3,45,20230628,2023-06-28,526,105.29,83.0
295,9,3,23,20250524,2025-05-24,3746,688.84,86.4
296,9,3,23,20250525,2025-05-25,3352,932.52,86.9
297,9,3,23,20250526,2025-05-26,3188,840.66,91.3
298,9,3,23,20250527,2025-05-27,4907,1007.72,87.2
299,9,3,23,20250528,2025-05-28,6012,1146.83,89.9
300,9,3,23,20250529,2025-05-29,3869,795.45,86.9
301,9,3,23,20250531,2025-05-31,3103,739.78,84.8
302,9,3,23,20250601,2025-06-01,5410,1381.36,89.2
303,9,3,23,20250602,2025-06-02,3552,954.42,87.5
304,9,3,23,20250603,2025-06-03,5341,1287.69,93.3
305,9,3,23,20250604,2025-06-04,2830,626.01,85.1
306,9,3,23,20250605,2025-06-05,5106,924.28,87.9
307,9,3,23,20250607,2025-06-07,1820,356.57,87.2
308,9,3,23,20250608,2025-06-08,2423,621.47,83.9
309,9,3,23,20250609,2025-06-09,1244,287.78,80.9
310,9,3,23,20250610,2025-06-10,5403,1259.07,87.1
311,9,3,23,20250611,2025-06-11,3588,789.15,85.3
312,9,3,23,20250612,2025-06-12,6267,1202.93,90.0
313,9,3,23,20250614,2025-06-14,3878,814.89,88.5
314,9,3,23,20250615,2025-06-15,4356,915.43,90.1
315,9,3,23,20250616,2025-06-16,3045,810.23,93.3
316,9,3,23,20250617,2025-06-17,3613,749.3,87.0
317,9,3,23,20250618,2025-06-18,3578,993.83,86.3
318,9,3,23,20250619,2025-06-19,3276,785.65,89.3
319,9,3,23,20250621,2025-06-21,2519,554.72,90.0
320,9,3,23,20250622,2025-06-22,3657,1014.17,88.7
321,9,3,23,20250623,2025-06-23,1473,276.95,87.2
322,9,3,23,20250624,2025-06-24,2975,825.81,86.8
323,9,3,23,20250625,2025-06-25,928,234.68,86.5
324,9,3,23,20250626,2025-06-26,4338,1142.81,87.5
325,9,3,23,20250628,2025-06-28,3225,659.67,82.2
326,9,3,23,20250629,2025-06-29,1769,421.32,82.7
327,10,3,13,20240116,2024-01-16,698,174.28,85.5
328,10,3,13,20240117,2024-01-17,735,134.69,79.8
329,10,3,13,20240118,2024-01-18,562,121.28,81.9
330,10,3,13,20240120,2024-01-20,422,95.51,80.6
331,10,3,13,20240121,2024-01-21,870,177.07,80.9
332,10,3,13,20240122,2024-01-22,842,210.79,78.3
333,10,3,13,20240123,2024-01-23,553,126.46,84.7
334,10,3,13,20240124,2024-01-24,913,194.09,77.5
335,10,3,13,20240125,2024-01-25,492,130.6,82.4
336,10,3,13,20240127,2024-01-27,884,177.57,79.4
337,10,3,13,20240128,2024-01-28,811,146.2,82.4
338,10,3,13,20240129,2024-01-29,898,227.47,85.7
339,10,3,13,20240130,2024-01-30,289,65.33,77.5
340,10,3,13,20240131,2024-01-31,578,155.55,86.8
341,10,3,13,20240201,2024-02-01,742,144.36,82.4
342,10,3,13,20240203,2024-02-03,784,207.86,86.4
343,10,3,13,20240204,2024-02-04,498,124.12,79.9
344,10,3,13,20240205,2024-02-05,596,109.9,80.8
345,10,3,13,20240206,2024-02-06,430,82.24,79.0
346,10,3,13,20240207,2024-02-07,714,165.77,78.8
347,10,3,13,20240208,2024-02-08,692,140.92,76.6
348,10,3,13,20240210,2024-02-10,495,99.81,79.5
349,10,3,13,20240211,2024-02-11,266,71.92,79.5
350,10,3,13,20240212,2024-02-12,413,77.36,77.3
351,10,3,13,20240213,2024-02-13,581,144.84,77.1
352,10,3,13,20240214,2024-02-14,788,163.23,80.8
353,10,3,13,20240215,2024-02-15,664,178.72,84.0
354,10,3,13,20240217,2024-02-17,732,144.41,77.8
355,10,3,13,20240218,2024-02-18,720,193.72,82.0
356,10,3,13,20240219,2024-02-19,489,90.26,78.5
357,10,3,13,20240220,2024-02-20,272,61.73,80.1
358,10,3,13,20240221,2024-02-21,590,164.01,81.1
359,10,3,13,20240222,2024-02-22,337,66.16,79.7
360,10,3,13,20240224,2024-02-24,559,122.36,81.1
361,10,3,13,20240225,2024-02-25,534,104.4,87.0
362,10,3,13,20240226,2024-02-26,620,151.1,79.3
363,10,3,13,20240227,2024-02-27,845,186.54,81.5
364,10,3,13,20240228,2024-02-28,775,190.16,78.7
365,10,3,13,20240229,2024-02-29,649,124.2,78.4
366,10,3,13,20240302,2024-03-02,488,122.86,81.1
367,10,3,13,20240303,2024-03-03,696,133.87,78.7
368,10,3,13,20240304,2024-03-04,711,136.36,79.3
369,10,3,13,20240305,2024-03-05,732,185.57,86.1
370,10,3,13,20240306,2024-03-06,984,251.36,83.7
371,10,3,13,20240307,2024-03-07,418,103.83,78.5
372,10,3,13,20240309,2024-03-09,809,210.03,77.1
373,10,3,13,20240310,2024-03-10,690,169.62,79.7
374,10,3,13,20240311,2024-03-11,217,59.35,79.5
375,10,3,13,20240312,2024-03-12,448,101.79,85.8
376,11,3,16,20240622,2024-06-22,301,77.71,74.0
377,11,3,16,20240623,2024-06-23,334,75.86,86.0
378,11,3,16,20240624,2024-06-24,350,84.38,79.7
379,11,3,16,20240625,2024-06-25,276,60.93,84.7
380,11,3,16,20240626,2024-06-26,398,76.88,83.4
381,11,3,16,20240627,2024-06-27,203,52.6,79.0
382,11,3,16,20240629,2024-06-29,569,147.52,82.3
383,11,3,16,20240630,2024-06-30,323,66.59,83.5
384,11,3,16,20240701,2024-07-01,390,104.89,81.3
385,11,3,16,20240702,2024-07-02,254,55.87,82.0
386,11,3,16,20240703,2024-07-03,561,124.68,85.9
387,11,3,16,20240704,2024-07-04,446,96.0,88.1
388,11,3,16,20240706,2024-07-06,481,95.43,82.2
389,11,3,16,20240707,2024-07-07,465,107.15,84.1
390,11,3,16,20240708,2024-07-08,350,66.06,80.5
391,11,3,16,20240709,2024-07-09,327,79.66,86.3
392,11,3,16,20240710,2024-07-10,646,124.96,84.2
393,11,3,16,20240711,2024-07-11,298,81.0,78.9
394,11,3,16,20240713,2024-07-13,219,48.82,79.9
395,11,3,16,20240714,2024-07-14,200,45.1,86.9
396,11,3,16,20240715,2024-07-15,338,73.84,82.2
397,11,3,16,20240716,2024-07-16,289,77.41,86.7
398,11,3,16,20240717,2024-07-17,347,91.89,81.0
399,11,3,16,20240718,2024-07-18,388,84.07,86.4
400,11,3,16,20240720,2024-07-20,352,73.68,80.6
401,11,3,16,20240721,2024-07-21,467,128.88,84.8
402,12,2,6,20230517,2023-05-17,4227,812.24,90.7
403,12,2,6,20230518,2023-05-18,2874,609.52,90.0
404,12,2,6,20230520,2023-05-20,3152,740.12,89.3
405,12,2,6,20230521,2023-05-21,3166,840.13,85.6
406,12,2,6,20230522,2023-05-22,1950,489.88,90.6
407,12,2,6,20230523,2023-05-23,2058,500.16,92.4
408,12,2,6,20230524,2023-05-24,2561,588.39,83.5
409,12,2,6,20230525,2023-05-25,4643,1054.52,85.6
410,12,2,6,20230527,2023-05-27,3222,619.19,83.0
411,12,2,6,20230528,2023-05-28,1536,282.27,83.6
412,12,2,6,20230529,2023-05-29,3232,645.94,85.2
413,12,2,6,20230530,2023-05-30,1958,464.4,87.3
414,12,2,6,20230531,2023-05-31,2730,741.59,86.5
415,12,2,6,20230601,2023-06-01,3019,593.11,85.6
416,12,2,6,20230603,2023-06-03,3562,669.97,87.8
417,12,2,6,20230604,2023-06-04,5086,1304.52,89.6
418,12,2,6,20230605,2023-06-05,3017,748.97,83.4
419,12,2,6,20230606,2023-06-06,4320,798.73,89.8
420,12,2,6,20230607,2023-06-07,4268,1158.21,83.9
421,12,2,6,20230608,2023-06-08,4248,830.8,86.2
422,12,2,6,20230610,2023-06-10,3453,734.1,88.1
423,12,2,6,20230611,2023-06-11,4044,1106.71,87.9
424,12,2,6,20230612,2023-06-12,3226,611.24,90.2
425,12,2,6,20230613,2023-06-13,3283,803.96,86.6
426,12,2,6,20230614,2023-06-14,1976,546.41,82.9
427,12,2,6,20230615,2023-06-15,3517,683.18,87.2
428,12,2,6,20230617,2023-06-17,4447,922.7,86.8
429,12,2,6,20230618,2023-06-18,3956,778.63,81.6
430,12,2,6,20230619,2023-06-19,3011,615.83,83.2
431,12,2,6,20230620,2023-06-20,3706,998.61,88.8
432,12,2,6,20230621,2023-06-21,2962,742.39,83.6
433,12,2,6,20230622,2023-06-22,2491,689.23,92.5
434,12,2,6,20230624,2023-06-24,4521,1146.49,86.2
435,12,2,6,20230625,2023-06-25,4318,939.63,88.4
436,12,2,6,20230626,2023-06-26,3407,845.45,88.3
437,12,2,6,20230627,2023-06-27,5260,1283.96,86.7
438,12,2,6,20230628,2023-06-28,2666,652.41,86.8
439,12,2,6,20230629,2023-06-29,3389,815.46,87.6
440,13,1,13,20240701,2024-07-01,4130,1034.11,89.7
441,13,1,13,20240702,2024-07-02,2893,737.46,87.7
442,13,1,13,20240703,2024-07-03,1872,508.77,93.6
443,13,1,13,20240704,2024-07-04,3861,819.18,87.7
444,13,1,13,20240706,2024-07-06,2639,567.25,90.9
445,13,1,13,20240707,2024-07-07,2052,400.46,88.0
446,13,1,13,20240708,2024-07-08,3313,740.75,89.1
447,13,1,13,20240709,2024-07-09,4058,938.9,86.6
448,13,1,13,20240710,2024-07-10,3515,648.69,89.2
449,13,1,13,20240711,2024-07-11,4000,813.3,91.1
450,13,1,13,20240713,2024-07-13,2353,594.52,87.0
451,13,1,13,20240714,2024-07-14,3214,609.26,90.1
452,13,1,13,20240715,2024-07-15,2368,536.59,89.0
453,13,1,13,20240716,2024-07-16,3595,863.41,91.3
454,13,1,13,20240717,2024-07-17,3204,883.41,88.2
455,13,1,13,20240718,2024-07-18,2797,706.02,91.3
456,13,1,13,20240720,2024-07-20,1997,559.11,90.4
457,13,1,13,20240721,2024-07-21,3818,824.51,92.9
458,13,1,13,20240722,2024-07-22,3062,713.86,88.6
459,13,1,13,20240723,2024-07-23,3422,662.03,91.3
460,13,1,13,20240724,2024-07-24,3599,788.97,84.9
461,13,1,13,20240725,2024-07-25,3021,745.29,88.9
462,13,1,13,20240727,2024-07-27,4083,917.45,89.7
463,13,1,13,20240728,2024-07-28,2727,545.02,93.9
464,13,1,13,20240729,2024-07-29,4254,1072.78,91.5
465,13,1,13,20240730,2024-07-30,3649,853.45,87.0
466,13,1,13,20240731,2024-07-31,1911,533.42,91.4
467,13,1,13,20240801,2024-08-01,1847,376.05,92.3
468,13,1,13,20240803,2024-08-03,3950,952.42,87.4
469,13,1,13,20240804,2024-08-04,2248,580.95,89.7
