ProductionID,OrderID,FactoryID,LineID,StyleID,DateKey,ProductionDate,TargetQty,ProducedQty,EfficiencyPct,DHU,AvailableMinutes,UsedMinutes,LostTimeMinutes
114,1,3,22,35,20250713,2025-07-13,959,28,35.0,4.6,23400,683.1999999999999,1651
115,1,3,18,35,20250714,2025-07-14,1008,126,35.0,4.8,24600,3074.3999999999996,3453
116,1,3,24,35,20250714,2025-07-14,663,90,35.0,6.5,16200,2196.0,2154
117,1,3,22,35,20250714,2025-07-14,959,38,35.0,4.8,23400,927.1999999999999,2467
118,1,3,18,35,20250715,2025-07-15,1008,78,35.0,4.7,24600,1903.1999999999998,3503
119,1,3,24,35,20250715,2025-07-15,663,68,35.0,6.5,16200,1659.1999999999998,1464
120,1,3,22,35,20250715,2025-07-15,959,88,35.0,2.3,23400,2147.2,1891
121,1,3,18,35,20250716,2025-07-16,1008,26,35.0,4.7,24600,634.4,2594
122,1,3,24,35,20250716,2025-07-16,663,99,35.0,5.1,16200,2415.6,3212
123,1,3,22,35,20250716,2025-07-16,959,98,35.0,4.1,23400,2391.2,3165
124,1,3,18,35,20250717,2025-07-17,1008,111,35.0,4.8,24600,2708.3999999999996,4722
125,1,3,24,35,20250717,2025-07-17,663,67,35.0,6.4,16200,1634.8,2082
126,1,3,22,35,20250717,2025-07-17,959,117,35.0,5.1,23400,2854.7999999999997,3559
127,1,3,18,35,20250719,2025-07-19,1008,61,35.0,1.7,24600,1488.3999999999999,1649
128,1,3,24,35,20250719,2025-07-19,663,115,35.0,4.8,16200,2806.0,1926
129,1,3,22,35,20250719,2025-07-19,959,103,35.0,5.3,23400,2513.2,1600
130,1,3,18,35,20250720,2025-07-20,1008,131,35.0,3.3,24600,3196.3999999999996,2930
131,1,3,24,35,20250720,2025-07-20,663,145,35.0,6.1,16200,3538.0,1314
132,1,3,22,35,20250720,2025-07-20,959,79,35.0,4.4,23400,1927.6,1894
133,1,3,18,35,20250721,2025-07-21,1008,157,35.0,5.2,24600,3830.7999999999997,1979
134,1,3,24,35,20250721,2025-07-21,663,72,35.0,6.5,16200,1756.8,3060
135,1,3,22,35,20250721,2025-07-21,959,63,35.0,4.0,23400,1537.1999999999998,3887
136,1,3,18,35,20250722,2025-07-22,1008,39,35.0,6.3,24600,951.5999999999999,2701
137,1,3,24,35,20250722,2025-07-22,663,78,35.0,3.1,16200,1903.1999999999998,1038
138,1,3,22,35,20250722,2025-07-22,959,113,35.0,4.5,23400,2757.2,4009
139,1,3,18,35,20250723,2025-07-23,1008,55,35.0,4.2,24600,1342.0,4067
140,1,3,24,35,20250723,2025-07-23,663,60,35.0,3.3,16200,1464.0,1337
141,1,3,22,35,20250723,2025-07-23,959,66,35.0,4.5,23400,1610.3999999999999,3977
142,1,3,18,35,20250724,2025-07-24,1008,25,35.0,2.4,24600,610.0,1482
143,1,3,24,35,20250724,2025-07-24,663,88,35.0,6.5,16200,2147.2,1969
144,1,3,22,35,20250724,2025-07-24,959,116,35.0,1.7,23400,2830.3999999999996,2912
145,1,3,18,35,20250726,2025-07-26,1008,75,35.0,3.1,24600,1830.0,2509
146,1,3,24,35,20250726,2025-07-26,663,103,35.0,3.8,16200,2513.2,1927
147,1,3,22,35,20250726,2025-07-26,959,134,35.0,1.4,23400,3269.6,3355
148,1,3,18,35,20250727,2025-07-27,1008,78,35.0,4.6,24600,1903.1999999999998,4296
149,1,3,24,35,20250727,2025-07-27,663,73,35.0,3.1,16200,1781.1999999999998,1365
150,1,3,22,35,20250727,2025-07-27,959,100,35.0,6.7,23400,2440.0,3878
151,1,3,18,35,20250728,2025-07-28,1008,70,35.0,4.9,24600,1708.0,2514
152,1,3,24,35,20250728,2025-07-28,663,40,35.0,4.6,16200,976.0,1442
153,1,3,22,35,20250728,2025-07-28,959,98,35.0,5.3,23400,2391.2,2534
154,1,3,18,35,20250729,2025-07-29,1008,105,35.0,6.5,24600,2562.0,1489
155,1,3,24,35,20250729,2025-07-29,663,52,35.0,3.2,16200,1268.8,1466
156,1,3,22,35,20250729,2025-07-29,959,119,35.0,4.4,23400,2903.6,2105
157,1,3,18,35,20250730,2025-07-30,1008,113,35.0,4.5,24600,2757.2,1693
158,1,3,24,35,20250730,2025-07-30,663,85,35.0,5.7,16200,2074.0,1324
159,1,3,22,35,20250730,2025-07-30,959,115,35.0,5.4,23400,2806.0,1559
160,1,3,18,35,20250731,2025-07-31,1008,67,35.0,3.8,24600,1634.8,2827
161,1,3,24,35,20250731,2025-07-31,663,88,35.0,2.2,16200,2147.2,2745
162,1,3,22,35,20250731,2025-07-31,959,70,35.0,7.4,23400,1708.0,1793
163,1,3,18,35,20250802,2025-08-02,1008,111,35.0,2.5,24600,2708.3999999999996,4129
164,1,3,24,35,20250802,2025-08-02,663,86,35.0,5.7,16200,2098.4,1350
165,1,3,22,35,20250802,2025-08-02,959,82,35.0,4.6,23400,2000.8,2046
166,1,3,18,35,20250803,2025-08-03,1008,29,35.0,3.6,24600,707.5999999999999,2747
167,1,3,24,35,20250803,2025-08-03,663,102,35.0,5.9,16200,2488.7999999999997,3095
168,1,3,22,35,20250803,2025-08-03,959,47,35.0,3.9,23400,1146.8,1805
169,1,3,18,35,20250804,2025-08-04,1008,112,35.0,5.2,24600,2732.7999999999997,2108
170,1,3,24,35,20250804,2025-08-04,663,91,35.0,6.1,16200,2220.4,1298
171,1,3,22,35,20250804,2025-08-04,959,97,35.0,7.8,23400,2366.7999999999997,1496
172,1,3,18,35,20250805,2025-08-05,1008,122,35.0,3.8,24600,2976.7999999999997,3388
173,1,3,24,35,20250805,2025-08-05,663,98,35.0,4.2,16200,2391.2,1511
174,1,3,22,35,20250805,2025-08-05,959,70,35.0,2.6,23400,1708.0,4334
175,1,3,18,35,20250806,2025-08-06,1008,139,35.0,4.6,24600,3391.6,4838
176,1,3,24,35,20250806,2025-08-06,663,75,35.0,5.2,16200,1830.0,2759
177,1,3,22,35,20250806,2025-08-06,959,68,35.0,5.6,23400,1659.1999999999998,2469
178,1,3,18,35,20250807,2025-08-07,1008,64,35.0,5.7,24600,1561.6,2192
179,1,3,24,35,20250807,2025-08-07,663,106,35.0,5.0,16200,2586.3999999999996,1142
180,1,3,22,35,20250807,2025-08-07,959,142,35.0,2.9,23400,3464.7999999999997,3619
181,2,1,1,47,20230326,2023-03-26,877,65,35.0,3.3,18600,1378.0,2049
182,2,1,5,47,20230326,2023-03-26,877,58,35.0,3.6,18600,1229.6,2872
183,2,1,6,47,20230326,2023-03-26,990,30,35.0,5.0,21000,636.0,3221
184,2,1,1,47,20230327,2023-03-27,877,77,35.0,4.6,18600,1632.3999999999999,1214
185,2,1,5,47,20230327,2023-03-27,877,38,35.0,4.3,18600,805.6,2513
186,2,1,6,47,20230327,2023-03-27,990,85,35.0,3.9,21000,1802.0,2084
187,2,1,1,47,20230328,2023-03-28,877,41,35.0,2.2,18600,869.1999999999999,1317
188,2,1,5,47,20230328,2023-03-28,877,56,35.0,6.4,18600,1187.2,2391
189,2,1,6,47,20230328,2023-03-28,990,64,35.0,1.9,21000,1356.8,3514
190,2,1,1,47,20230329,2023-03-29,877,66,35.0,4.5,18600,1399.2,1884
191,2,1,5,47,20230329,2023-03-29,877,66,35.0,4.1,18600,1399.2,3313
192,2,1,6,47,20230329,2023-03-29,990,65,35.0,5.8,21000,1378.0,3328
193,2,1,1,47,20230330,2023-03-30,877,77,35.0,6.1,18600,1632.3999999999999,2800
194,2,1,5,47,20230330,2023-03-30,877,41,35.0,8.6,18600,869.1999999999999,3709
195,2,1,6,47,20230330,2023-03-30,990,51,35.0,4.1,21000,1081.2,3509
196,2,1,1,47,20230401,2023-04-01,877,66,35.0,2.3,18600,1399.2,1365
197,2,1,5,47,20230401,2023-04-01,877,73,35.0,4.7,18600,1547.6,2997
198,2,1,6,47,20230401,2023-04-01,990,52,35.0,1.8,21000,1102.3999999999999,2724
199,2,1,1,47,20230402,2023-04-02,877,45,35.0,6.6,18600,954.0,1319
200,2,1,5,47,20230402,2023-04-02,877,65,35.0,5.5,18600,1378.0,3078
201,2,1,6,47,20230402,2023-04-02,990,77,35.0,3.3,21000,1632.3999999999999,3695
202,2,1,1,47,20230403,2023-04-03,877,95,35.0,1.9,18600,2014.0,3646
203,2,1,5,47,20230403,2023-04-03,877,60,35.0,6.3,18600,1272.0,2846
204,2,1,6,47,20230403,2023-04-03,990,67,35.0,4.6,21000,1420.3999999999999,4044
205,2,1,1,47,20230404,2023-04-04,877,75,35.0,2.8,18600,1590.0,3346
206,2,1,5,47,20230404,2023-04-04,877,37,35.0,2.6,18600,784.4,3092
207,2,1,6,47,20230404,2023-04-04,990,70,35.0,4.3,21000,1484.0,4185
208,2,1,1,47,20230405,2023-04-05,877,65,35.0,1.5,18600,1378.0,2568
209,2,1,5,47,20230405,2023-04-05,877,30,35.0,6.3,18600,636.0,1548
210,2,1,6,47,20230405,2023-04-05,990,58,35.0,5.3,21000,1229.6,1485
211,2,1,1,47,20230406,2023-04-06,877,51,35.0,4.8,18600,1081.2,1298
212,2,1,5,47,20230406,2023-04-06,877,86,35.0,7.1,18600,1823.2,1224
213,2,1,6,47,20230406,2023-04-06,990,21,35.0,2.3,21000,445.2,2867
214,2,1,1,47,20230408,2023-04-08,877,47,35.0,6.0,18600,996.4,2242
215,2,1,5,47,20230408,2023-04-08,877,62,35.0,6.0,18600,1314.3999999999999,2472
216,2,1,6,47,20230408,2023-04-08,990,82,35.0,4.6,21000,1738.3999999999999,3729
217,2,1,1,47,20230409,2023-04-09,877,47,35.0,3.8,18600,996.4,2102
218,2,1,5,47,20230409,2023-04-09,877,65,35.0,4.4,18600,1378.0,1808
219,2,1,6,47,20230409,2023-04-09,990,59,35.0,3.9,21000,1250.8,2550
220,2,1,1,47,20230410,2023-04-10,877,33,35.0,5.9,18600,699.6,2408
221,2,1,5,47,20230410,2023-04-10,877,69,35.0,2.5,18600,1462.8,2177
222,2,1,6,47,20230410,2023-04-10,990,58,35.0,6.2,21000,1229.6,2564
223,2,1,1,47,20230411,2023-04-11,877,45,35.0,4.9,18600,954.0,1524
224,2,1,5,47,20230411,2023-04-11,877,51,35.0,5.8,18600,1081.2,2898
225,2,1,6,47,20230411,2023-04-11,990,11,35.0,4.9,21000,233.2,3888
226,2,1,1,47,20230412,2023-04-12,877,42,35.0,6.8,18600,890.4,1687
227,2,1,5,47,20230412,2023-04-12,877,76,35.0,3.6,18600,1611.2,1288
228,2,1,6,47,20230412,2023-04-12,990,31,35.0,5.4,21000,657.1999999999999,2039
229,2,1,1,47,20230413,2023-04-13,877,80,35.0,4.5,18600,1696.0,2725
230,2,1,5,47,20230413,2023-04-13,877,71,35.0,6.5,18600,1505.2,2932
231,2,1,6,47,20230413,2023-04-13,990,76,35.0,4.3,21000,1611.2,2735
232,2,1,1,47,20230415,2023-04-15,877,85,35.0,8.5,18600,1802.0,1939
233,2,1,5,47,20230415,2023-04-15,877,45,35.0,6.0,18600,954.0,2129
234,2,1,6,47,20230415,2023-04-15,990,65,35.0,5.7,21000,1378.0,1545
235,2,1,1,47,20230416,2023-04-16,877,51,35.0,5.7,18600,1081.2,2555
236,2,1,5,47,20230416,2023-04-16,877,34,35.0,4.6,18600,720.8,1417
237,2,1,6,47,20230416,2023-04-16,990,60,35.0,4.3,21000,1272.0,2070
238,2,1,1,47,20230417,2023-04-17,877,65,35.0,6.2,18600,1378.0,2851
239,2,1,5,47,20230417,2023-04-17,877,54,35.0,3.4,18600,1144.8,2445
240,2,1,6,47,20230417,2023-04-17,990,51,35.0,4.5,21000,1081.2,2603
241,2,1,1,47,20230418,2023-04-18,877,87,35.0,5.6,18600,1844.3999999999999,1476
242,2,1,5,47,20230418,2023-04-18,877,61,35.0,2.6,18600,1293.2,3714
243,2,1,6,47,20230418,2023-04-18,990,46,35.0,1.6,21000,975.1999999999999,2531
244,2,1,1,47,20230419,2023-04-19,877,78,35.0,3.0,18600,1653.6,2353
245,2,1,5,47,20230419,2023-04-19,877,53,35.0,4.7,18600,1123.6,3433
246,2,1,6,47,20230419,2023-04-19,990,77,35.0,2.8,21000,1632.3999999999999,3606
247,2,1,1,47,20230420,2023-04-20,877,27,35.0,5.2,18600,572.4,3662
248,2,1,5,47,20230420,2023-04-20,877,57,35.0,2.9,18600,1208.3999999999999,1476
249,2,1,6,47,20230420,2023-04-20,990,75,35.0,2.8,21000,1590.0,2431
250,2,1,1,47,20230422,2023-04-22,877,63,35.0,6.4,18600,1335.6,2818
251,2,1,5,47,20230422,2023-04-22,877,93,35.0,6.3,18600,1971.6,1715
252,2,1,6,47,20230422,2023-04-22,990,54,35.0,4.3,21000,1144.8,2987
253,2,1,1,47,20230423,2023-04-23,877,91,35.0,4.1,18600,1929.2,1653
254,2,1,5,47,20230423,2023-04-23,877,40,35.0,4.1,18600,848.0,2714
255,2,1,6,47,20230423,2023-04-23,990,71,35.0,5.4,21000,1505.2,4035
256,2,1,1,47,20230424,2023-04-24,877,46,35.0,3.4,18600,975.1999999999999,2281
257,2,1,5,47,20230424,2023-04-24,877,90,35.0,3.1,18600,1908.0,3168
258,2,1,6,47,20230424,2023-04-24,990,69,35.0,5.0,21000,1462.8,3718
259,2,1,1,47,20230425,2023-04-25,877,46,35.0,7.0,18600,975.1999999999999,2853
260,2,1,5,47,20230425,2023-04-25,877,55,35.0,6.0,18600,1166.0,1888
261,2,1,6,47,20230425,2023-04-25,990,74,35.0,1.5,21000,1568.8,1414
262,2,1,1,47,20230426,2023-04-26,877,54,35.0,5.1,18600,1144.8,1461
263,2,1,5,47,20230426,2023-04-26,877,69,35.0,2.5,18600,1462.8,1859
264,2,1,6,47,20230426,2023-04-26,990,74,35.0,4.2,21000,1568.8,3750
265,2,1,1,47,20230427,2023-04-27,877,67,35.0,6.2,18600,1420.3999999999999,3372
266,2,1,5,47,20230427,2023-04-27,877,39,35.0,7.4,18600,826.8,2451
267,2,1,6,47,20230427,2023-04-27,990,79,35.0,5.7,21000,1674.8,2201
268,2,1,1,47,20230429,2023-04-29,877,81,35.0,4.4,18600,1717.2,3162
269,2,1,5,47,20230429,2023-04-29,877,55,35.0,4.8,18600,1166.0,1218
270,2,1,6,47,20230429,2023-04-29,990,67,35.0,3.0,21000,1420.3999999999999,2836
271,2,1,1,47,20230430,2023-04-30,877,65,35.0,5.0,18600,1378.0,1881
272,2,1,5,47,20230430,2023-04-30,877,67,35.0,4.2,18600,1420.3999999999999,2312
273,2,1,6,47,20230430,2023-04-30,990,77,35.0,7.4,21000,1632.3999999999999,1575
274,2,1,1,47,20230501,2023-05-01,877,60,35.0,3.7,18600,1272.0,2057
275,2,1,5,47,20230501,2023-05-01,877,82,35.0,6.7,18600,1738.3999999999999,3639
276,2,1,6,47,20230501,2023-05-01,990,63,35.0,6.2,21000,1335.6,2730
277,2,1,1,47,20230502,2023-05-02,877,50,35.0,5.0,18600,1060.0,3719
278,2,1,5,47,20230502,2023-05-02,877,79,35.0,4.6,18600,1674.8,3634
279,2,1,6,47,20230502,2023-05-02,990,47,35.0,4.8,21000,996.4,2945
280,2,1,1,47,20230503,2023-05-03,877,86,35.0,5.2,18600,1823.2,1241
281,2,1,5,47,20230503,2023-05-03,877,77,35.0,4.4,18600,1632.3999999999999,3697
282,2,1,6,47,20230503,2023-05-03,990,68,35.0,4.1,21000,1441.6,1689
283,2,1,1,47,20230504,2023-05-04,877,54,35.0,5.6,18600,1144.8,3614
284,2,1,5,47,20230504,2023-05-04,877,48,35.0,6.9,18600,1017.5999999999999,1847
285,2,1,6,47,20230504,2023-05-04,990,76,35.0,2.8,21000,1611.2,3893
286,2,1,1,47,20230506,2023-05-06,877,75,35.0,5.3,18600,1590.0,3150
287,2,1,5,47,20230506,2023-05-06,877,74,35.0,3.6,18600,1568.8,1954
288,2,1,6,47,20230506,2023-05-06,990,45,35.0,3.3,21000,954.0,3196
289,2,1,1,47,20230507,2023-05-07,877,44,35.0,2.9,18600,932.8,1235
290,2,1,5,47,20230507,2023-05-07,877,54,35.0,2.2,18600,1144.8,2078
291,2,1,6,47,20230507,2023-05-07,990,81,35.0,3.4,21000,1717.2,2550
292,2,1,1,47,20230508,2023-05-08,877,45,35.0,2.9,18600,954.0,2559
293,2,1,5,47,20230508,2023-05-08,877,80,35.0,2.3,18600,1696.0,3692
294,2,1,6,47,20230508,2023-05-08,990,59,35.0,2.6,21000,1250.8,1381
295,2,1,1,47,20230509,2023-05-09,877,77,35.0,4.4,18600,1632.3999999999999,1146
296,2,1,5,47,20230509,2023-05-09,877,86,35.0,3.5,18600,1823.2,1518
297,2,1,6,47,20230509,2023-05-09,990,67,35.0,3.5,21000,1420.3999999999999,1289
298,2,1,1,47,20230510,2023-05-10,877,93,35.0,4.8,18600,1971.6,1746
299,2,1,5,47,20230510,2023-05-10,877,71,35.0,5.7,18600,1505.2,1631
300,2,1,6,47,20230510,2023-05-10,990,80,35.0,6.0,21000,1696.0,4193
301,2,1,1,47,20230511,2023-05-11,877,81,35.0,4.1,18600,1717.2,2278
302,2,1,5,47,20230511,2023-05-11,877,68,35.0,4.1,18600,1441.6,3249
303,2,1,6,47,20230511,2023-05-11,990,77,35.0,2.0,21000,1632.3999999999999,2385
304,2,1,1,47,20230513,2023-05-13,877,65,35.0,3.6,18600,1378.0,1843
305,2,1,5,47,20230513,2023-05-13,877,69,35.0,3.3,18600,1462.8,3444
