KnittingID,FactoryID,MachineID,DateKey,Date,RPM,EfficiencyPct,RunHours,ProductionKG,MajorFault,StopMinutes
334,1,KM-043,20250218,2025-02-18,891,86.9,13,173,Oil Spot,42
335,1,KM-006,20230503,2023-05-03,857,65.4,19,244,Slub,34
336,1,KM-012,20250713,2025-07-13,693,87.8,8,83,Hole,31
337,1,KM-046,20230515,2023-05-15,752,73.5,19,214,Uneven Loop,53
338,1,KM-043,20251024,2025-10-24,830,81.8,12,149,Oil Spot,60
339,1,KM-012,20220611,2022-06-11,708,70.0,19,201,Barré,21
340,1,KM-044,20220303,2022-03-03,654,76.7,8,78,Hole,30
341,1,KM-008,20230913,2023-09-13,606,69.6,15,136,Uneven Loop,49
342,1,KM-026,20220619,2022-06-19,849,73.2,21,267,Barré,28
343,1,KM-045,20250827,2025-08-27,802,86.7,9,108,Needle Mark,13
344,1,KM-001,20241113,2024-11-13,697,68.0,8,83,Slub,17
345,1,KM-002,20240514,2024-05-14,707,78.0,10,106,Slub,20
346,1,KM-028,20230304,2023-03-04,875,70.2,12,157,Uneven Loop,14
347,1,KM-031,20250401,2025-04-01,816,65.6,10,122,Needle Mark,52
348,1,KM-045,20231021,2023-10-21,827,91.0,15,186,Hole,60
349,1,KM-029,20220318,2022-03-18,899,71.6,12,161,Barré,58
350,1,KM-026,20221028,2022-10-28,626,74.0,9,84,Slub,59
351,1,KM-046,20220508,2022-05-08,821,91.4,21,258,Uneven Loop,52
352,1,KM-038,20230910,2023-09-10,883,92.0,8,105,Uneven Loop,30
353,1,KM-032,20220624,2022-06-24,862,81.0,17,219,Slub,57
354,1,KM-032,20241202,2024-12-02,718,84.3,16,172,Hole,32
355,1,KM-037,20240827,2024-08-27,761,79.9,12,136,Slub,31
356,1,KM-031,20230527,2023-05-27,659,78.4,18,177,Oil Spot,33
357,1,KM-045,20230418,2023-04-18,823,65.6,12,148,Slub,17
358,1,KM-031,20220124,2022-01-24,776,76.8,16,186,Needle Mark,42
359,1,KM-044,20240503,2024-05-03,773,89.9,21,243,Slub,47
360,1,KM-030,20250114,2025-01-14,667,88.8,19,190,Slub,29
361,1,KM-027,20250828,2025-08-28,784,86.5,20,235,Needle Mark,44
362,1,KM-014,20250921,2025-09-21,744,83.6,9,100,Slub,35
363,1,KM-009,20241105,2024-11-05,688,70.4,17,175,Uneven Loop,11
364,1,KM-027,20241019,2024-10-19,852,73.2,11,140,Barré,8
365,1,KM-002,20230418,2023-04-18,783,88.8,13,152,Slub,15
366,1,KM-012,20230501,2023-05-01,857,65.9,9,115,Oil Spot,32
367,1,KM-008,20240204,2024-02-04,716,68.3,11,118,Uneven Loop,21
368,1,KM-022,20240315,2024-03-15,781,85.8,20,234,Barré,22
369,1,KM-010,20231003,2023-10-03,863,81.3,9,116,Slub,8
370,1,KM-029,20220808,2022-08-08,834,91.0,20,250,Hole,11
