FinishingID,OrderID,FactoryID,StyleID,DateKey,FinishingDate,FinishedQty,PackedQty,RejectQty
92,7,1,29,20240113,2024-01-13,4029,3831,198
93,7,1,29,20240114,2024-01-14,3382,3235,147
94,7,1,29,20240115,2024-01-15,2468,2401,67
95,7,1,29,20240116,2024-01-16,4684,4538,146
96,7,1,29,20240117,2024-01-17,3512,3360,152
97,7,1,29,20240118,2024-01-18,4587,4366,221
98,7,1,29,20240120,2024-01-20,2607,2563,44
99,7,1,29,20240121,2024-01-21,6158,5899,259
100,7,1,29,20240122,2024-01-22,3641,3600,41
101,7,1,29,20240123,2024-01-23,3982,3909,73
102,7,1,29,20240124,2024-01-24,4185,4070,115
103,8,3,45,20230706,2023-07-06,1377,1349,28
104,8,3,45,20230708,2023-07-08,823,788,35
105,8,3,45,20230709,2023-07-09,1243,1179,64
106,8,3,45,20230710,2023-07-10,514,506,8
107,8,3,45,20230711,2023-07-11,727,690,37
108,8,3,45,20230712,2023-07-12,1218,1184,34
109,8,3,45,20230713,2023-07-13,1148,1107,41
110,8,3,45,20230715,2023-07-15,591,566,25
111,8,3,45,20230716,2023-07-16,522,499,23
112,8,3,45,20230717,2023-07-17,897,856,41
113,8,3,45,20230718,2023-07-18,801,754,47
114,8,3,45,20230719,2023-07-19,577,551,26
115,8,3,45,20230720,2023-07-20,1267,1229,38
116,8,3,45,20230722,2023-07-22,963,909,54
117,9,3,23,20250722,2025-07-22,7205,7010,195
118,9,3,23,20250723,2025-07-23,4315,4089,226
119,9,3,23,20250724,2025-07-24,10453,10221,232
120,9,3,23,20250726,2025-07-26,14191,13614,577
121,9,3,23,20250727,2025-07-27,9866,9684,182
122,9,3,23,20250728,2025-07-28,5970,5865,105
123,9,3,23,20250729,2025-07-29,17566,16821,745
124,9,3,23,20250730,2025-07-30,12327,12169,158
125,9,3,23,20250731,2025-07-31,9439,9083,356
126,9,3,23,20250802,2025-08-02,8639,8150,489
127,10,3,13,20240328,2024-03-28,773,750,23
128,10,3,13,20240330,2024-03-30,3403,3257,146
129,10,3,13,20240331,2024-03-31,2498,2348,150
130,10,3,13,20240401,2024-04-01,3029,2944,85
131,10,3,13,20240402,2024-04-02,1290,1230,60
132,10,3,13,20240403,2024-04-03,1881,1851,30
133,10,3,13,20240404,2024-04-04,1601,1527,74
134,10,3,13,20240406,2024-04-06,3237,3122,115
135,10,3,13,20240407,2024-04-07,2760,2659,101
136,10,3,13,20240408,2024-04-08,2215,2173,42
137,10,3,13,20240409,2024-04-09,1918,1892,26
138,10,3,13,20240410,2024-04-10,1195,1140,55
139,10,3,13,20240411,2024-04-11,2481,2420,61
140,11,3,16,20240724,2024-07-24,265,249,16
141,11,3,16,20240725,2024-07-25,324,317,7
142,11,3,16,20240727,2024-07-27,400,380,20
143,11,3,16,20240728,2024-07-28,350,331,19
144,11,3,16,20240729,2024-07-29,567,551,16
145,11,3,16,20240730,2024-07-30,569,539,30
146,11,3,16,20240731,2024-07-31,584,572,12
147,11,3,16,20240801,2024-08-01,293,286,7
148,11,3,16,20240803,2024-08-03,337,326,11
149,11,3,16,20240804,2024-08-04,336,320,16
150,11,3,16,20240805,2024-08-05,508,494,14
151,11,3,16,20240806,2024-08-06,423,412,11
152,11,3,16,20240807,2024-08-07,379,367,12
153,11,3,16,20240808,2024-08-08,467,446,21
154,11,3,16,20240810,2024-08-10,559,531,28
155,11,3,16,20240811,2024-08-11,765,741,24
156,11,3,16,20240812,2024-08-12,645,616,29
157,11,3,16,20240813,2024-08-13,486,466,20
158,11,3,16,20240814,2024-08-14,318,309,9
159,11,3,16,20240815,2024-08-15,727,706,21
160,11,3,16,20240817,2024-08-17,453,427,26
161,12,2,6,20230708,2023-07-08,9257,8879,378
162,12,2,6,20230709,2023-07-09,11631,10965,666
163,12,2,6,20230710,2023-07-10,4630,4534,96
164,12,2,6,20230711,2023-07-11,8415,8299,116
165,12,2,6,20230712,2023-07-12,5281,5193,88
166,12,2,6,20230713,2023-07-13,11138,10944,194
167,12,2,6,20230715,2023-07-15,662,642,20
168,12,2,6,20230716,2023-07-16,5739,5413,326
169,12,2,6,20230717,2023-07-17,9327,8816,511
170,12,2,6,20230718,2023-07-18,6724,6652,72
171,12,2,6,20230719,2023-07-19,9763,9214,549
172,12,2,6,20230720,2023-07-20,12512,12382,130
173,12,2,6,20230722,2023-07-22,10350,9743,607
174,12,2,6,20230723,2023-07-23,11585,11016,569
175,13,1,13,20240824,2024-08-24,10402,10280,122
176,13,1,13,20240825,2024-08-25,5464,5386,78
177,13,1,13,20240826,2024-08-26,7260,6961,299
178,13,1,13,20240827,2024-08-27,7270,7055,215
179,13,1,13,20240828,2024-08-28,8424,8134,290
180,13,1,13,20240829,2024-08-29,9220,8870,350
181,13,1,13,20240831,2024-08-31,6155,5859,296
182,13,1,13,20240901,2024-09-01,1342,1315,27
183,13,1,13,20240902,2024-09-02,7052,6774,278
184,13,1,13,20240903,2024-09-03,7771,7561,210
185,13,1,13,20240904,2024-09-04,10162,9792,370
186,13,1,13,20240905,2024-09-05,7947,7575,372
187,13,1,13,20240907,2024-09-07,5934,5676,258
188,13,1,13,20240908,2024-09-08,6874,6740,134
189,13,1,13,20240909,2024-09-09,5358,5185,173
190,13,1,13,20240910,2024-09-10,7249,7051,198
191,13,1,13,20240911,2024-09-11,7139,6932,207
192,14,1,34,20230315,2023-03-15,9135,8597,538
193,14,1,34,20230316,2023-03-16,21744,21294,450
194,14,1,34,20230318,2023-03-18,4230,4042,188
195,14,1,34,20230319,2023-03-19,7777,7579,198
196,14,1,34,20230320,2023-03-20,11166,11036,130
197,14,1,34,20230321,2023-03-21,9217,8782,435
198,14,1,34,20230322,2023-03-22,2759,2718,41
199,14,1,34,20230323,2023-03-23,9840,9672,168
200,14,1,34,20230325,2023-03-25,6027,5736,291
201,14,1,34,20230326,2023-03-26,7460,7161,299
202,14,1,34,20230327,2023-03-27,8079,7839,240
203,15,2,54,20220827,2022-08-27,18015,16994,1021
204,15,2,54,20220828,2022-08-28,3390,3355,35
205,15,2,54,20220829,2022-08-29,11922,11551,371
206,15,2,54,20220830,2022-08-30,7601,7374,227
207,15,2,54,20220831,2022-08-31,18654,18425,229
208,15,2,54,20220901,2022-09-01,10813,10281,532
209,15,2,54,20220903,2022-09-03,9555,9187,368
210,16,1,1,20221224,2022-12-24,2824,2726,98
211,16,1,1,20221225,2022-12-25,3835,3724,111
212,16,1,1,20221226,2022-12-26,3934,3756,178
213,16,1,1,20221227,2022-12-27,2961,2786,175
214,16,1,1,20221228,2022-12-28,5640,5459,181
215,16,1,1,20221229,2022-12-29,4291,4214,77
216,16,1,1,20221231,2022-12-31,2768,2689,79
217,16,1,1,20230101,2023-01-01,3893,3755,138
218,16,1,1,20230102,2023-01-02,4051,3986,65
219,16,1,1,20230103,2023-01-03,4905,4843,62
220,16,1,1,20230104,2023-01-04,5721,5634,87
221,16,1,1,20230105,2023-01-05,5025,4845,180
222,16,1,1,20230107,2023-01-07,3381,3299,82
223,16,1,1,20230108,2023-01-08,4030,3856,174
224,16,1,1,20230109,2023-01-09,3350,3275,75
225,16,1,1,20230110,2023-01-10,4274,4177,97
226,16,1,1,20230111,2023-01-11,3558,3421,137
227,16,1,1,20230112,2023-01-12,1284,1228,56
228,17,2,38,20220903,2022-09-03,2681,2629,52
229,17,2,38,20220904,2022-09-04,1350,1335,15
230,17,2,38,20220905,2022-09-05,1538,1470,68
231,17,2,38,20220906,2022-09-06,2481,2389,92
232,17,2,38,20220907,2022-09-07,465,454,11
233,17,2,38,20220908,2022-09-08,2628,2490,138
234,17,2,38,20220910,2022-09-10,2026,1949,77
235,17,2,38,20220911,2022-09-11,1212,1186,26
236,17,2,38,20220912,2022-09-12,2029,1910,119
237,17,2,38,20220913,2022-09-13,2389,2248,141
238,17,2,38,20220914,2022-09-14,2279,2193,86
239,18,3,25,20240821,2024-08-21,3738,3586,152
240,18,3,25,20240822,2024-08-22,5509,5343,166
241,18,3,25,20240824,2024-08-24,7023,6707,316
242,18,3,25,20240825,2024-08-25,7904,7676,228
243,18,3,25,20240826,2024-08-26,6140,5917,223
244,18,3,25,20240827,2024-08-27,1150,1103,47
245,18,3,25,20240828,2024-08-28,4037,3909,128
246,18,3,25,20240829,2024-08-29,9063,8831,232
247,18,3,25,20240831,2024-08-31,5759,5554,205
248,18,3,25,20240901,2024-09-01,5272,5196,76
249,18,3,25,20240902,2024-09-02,10254,10144,110
250,18,3,25,20240903,2024-09-03,7067,6856,211
251,18,3,25,20240904,2024-09-04,9104,8748,356
252,18,3,25,20240905,2024-09-05,5098,4973,125
253,18,3,25,20240907,2024-09-07,10091,9818,273
254,18,3,25,20240908,2024-09-08,7518,7439,79
255,18,3,25,20240909,2024-09-09,6460,6238,222
256,18,3,25,20240910,2024-09-10,7237,7075,162
257,19,3,11,20230219,2023-02-19,6201,6004,197
258,19,3,11,20230220,2023-02-20,7831,7667,164
259,19,3,11,20230221,2023-02-21,9326,9165,161
260,19,3,11,20230222,2023-02-22,7429,7160,269
261,19,3,11,20230223,2023-02-23,4985,4764,221
262,19,3,11,20230225,2023-02-25,7051,6729,322
263,19,3,11,20230226,2023-02-26,5913,5594,319
264,19,3,11,20230227,2023-02-27,3704,3558,146
265,19,3,11,20230228,2023-02-28,6141,6008,133
266,19,3,11,20230301,2023-03-01,6089,5805,284
267,19,3,11,20230302,2023-03-02,8389,8265,124
268,19,3,11,20230304,2023-03-04,8595,8291,304
269,19,3,11,20230305,2023-03-05,6573,6439,134
270,20,3,38,20250322,2025-03-22,10695,10357,338
271,20,3,38,20250323,2025-03-23,8493,8079,414
272,20,3,38,20250324,2025-03-24,13925,13442,483
273,20,3,38,20250325,2025-03-25,9478,9241,237
274,20,3,38,20250326,2025-03-26,5914,5684,230
275,20,3,38,20250327,2025-03-27,9401,9219,182
276,20,3,38,20250329,2025-03-29,6008,5750,258
277,20,3,38,20250330,2025-03-30,9918,9716,202
278,20,3,38,20250331,2025-03-31,6571,6354,217
279,20,3,38,20250401,2025-04-01,12783,12414,369
280,21,3,34,20220607,2022-06-07,6507,6274,233
281,21,3,34,20220608,2022-06-08,4729,4500,229
282,21,3,34,20220609,2022-06-09,3922,3786,136
283,21,3,34,20220611,2022-06-11,4822,4707,115
284,21,3,34,20220612,2022-06-12,7914,7477,437
285,21,3,34,20220613,2022-06-13,6050,5861,189
286,21,3,34,20220614,2022-06-14,5260,5177,83
287,21,3,34,20220615,2022-06-15,4936,4885,51
288,21,3,34,20220616,2022-06-16,4224,4082,142
289,21,3,34,20220618,2022-06-18,4353,4295,58
290,21,3,34,20220619,2022-06-19,5927,5738,189
291,22,1,14,20230705,2023-07-05,7291,7095,196
292,22,1,14,20230706,2023-07-06,7314,7207,107
293,22,1,14,20230708,2023-07-08,6702,6408,294
294,22,1,14,20230709,2023-07-09,5658,5369,289
295,22,1,14,20230710,2023-07-10,7761,7430,331
296,22,1,14,20230711,2023-07-11,6692,6362,330
297,22,1,14,20230712,2023-07-12,7328,7203,125
298,22,1,14,20230713,2023-07-13,3497,3289,208
299,22,1,14,20230715,2023-07-15,6171,6038,133
300,22,1,14,20230716,2023-07-16,9022,8686,336
301,22,1,14,20230717,2023-07-17,4367,4233,134
302,22,1,14,20230718,2023-07-18,9160,9031,129
303,22,1,14,20230719,2023-07-19,4301,4084,217
304,22,1,14,20230720,2023-07-20,6680,6584,96
305,23,3,14,20240128,2024-01-28,4274,4028,246
306,23,3,14,20240129,2024-01-29,11757,11410,347
307,23,3,14,20240130,2024-01-30,12202,11781,421
308,23,3,14,20240131,2024-01-31,6901,6808,93
309,23,3,14,20240201,2024-02-01,11133,10819,314
310,23,3,14,20240203,2024-02-03,15296,14390,906
311,23,3,14,20240204,2024-02-04,15548,14816,732
312,23,3,14,20240205,2024-02-05,13941,13439,502
313,23,3,14,20240206,2024-02-06,13279,12877,402
314,23,3,14,20240207,2024-02-07,9281,9065,216
315,23,3,14,20240208,2024-02-08,10685,10496,189
316,24,2,29,20240117,2024-01-17,5480,5201,279
317,24,2,29,20240118,2024-01-18,2981,2932,49
318,24,2,29,20240120,2024-01-20,5692,5391,301
319,24,2,29,20240121,2024-01-21,5685,5447,238
320,24,2,29,20240122,2024-01-22,6804,6482,322
321,24,2,29,20240123,2024-01-23,6708,6525,183
322,24,2,29,20240124,2024-01-24,6626,6257,369
323,24,2,29,20240125,2024-01-25,5301,5124,177
324,24,2,29,20240127,2024-01-27,7651,7572,79
325,24,2,29,20240128,2024-01-28,1653,1561,92
326,24,2,29,20240129,2024-01-29,4078,3860,218
327,24,2,29,20240130,2024-01-30,5901,5623,278
328,24,2,29,20240131,2024-01-31,3786,3731,55
329,24,2,29,20240201,2024-02-01,3900,3740,160
330,24,2,29,20240203,2024-02-03,4968,4708,260
331,24,2,29,20240204,2024-02-04,4749,4591,158
332,24,2,29,20240205,2024-02-05,3860,3739,121
333,24,2,29,20240206,2024-02-06,5330,5132,198
334,25,3,58,20250112,2025-01-12,5555,5267,288
335,25,3,58,20250113,2025-01-13,11677,11455,222
336,25,3,58,20250114,2025-01-14,9037,8881,156
337,25,3,58,20250115,2025-01-15,12765,12145,620
338,25,3,58,20250116,2025-01-16,10593,10206,387
339,25,3,58,20250118,2025-01-18,4859,4794,65
340,25,3,58,20250119,2025-01-19,9334,8857,477
341,25,3,58,20250120,2025-01-20,7702,7244,458
342,25,3,58,20250121,2025-01-21,12541,12206,335
343,25,3,58,20250122,2025-01-22,9641,9385,256
344,25,3,58,20250123,2025-01-23,7532,7164,368
345,26,3,73,20230910,2023-09-10,11015,10599,416
346,26,3,73,20230911,2023-09-11,11102,10731,371
347,26,3,73,20230912,2023-09-12,7494,7164,330
348,26,3,73,20230913,2023-09-13,10317,9748,569
349,26,3,73,20230914,2023-09-14,12752,12570,182
350,26,3,73,20230916,2023-09-16,12083,11359,724
351,26,3,73,20230917,2023-09-17,7717,7559,158
352,26,3,73,20230918,2023-09-18,13137,12603,534
353,27,2,79,20230805,2023-08-05,9611,9145,466
354,27,2,79,20230806,2023-08-06,10330,9960,370
355,27,2,79,20230807,2023-08-07,8742,8217,525
356,27,2,79,20230808,2023-08-08,11295,11126,169
357,27,2,79,20230809,2023-08-09,7621,7474,147
358,27,2,79,20230810,2023-08-10,7073,6965,108
359,27,2,79,20230812,2023-08-12,7955,7599,356
360,27,2,79,20230813,2023-08-13,6647,6308,339
361,27,2,79,20230814,2023-08-14,8190,8090,100
362,27,2,79,20230815,2023-08-15,10591,10452,139
363,27,2,79,20230816,2023-08-16,4565,4402,163
364,27,2,79,20230817,2023-08-17,8290,8000,290
365,27,2,79,20230819,2023-08-19,8409,7920,489
366,28,3,23,20230401,2023-04-01,5072,4998,74
367,28,3,23,20230402,2023-04-02,5164,5059,105
368,28,3,23,20230403,2023-04-03,8971,8842,129
369,28,3,23,20230404,2023-04-04,13371,12742,629
370,28,3,23,20230405,2023-04-05,6519,6222,297
371,28,3,23,20230406,2023-04-06,5618,5350,268
372,28,3,23,20230408,2023-04-08,9266,8904,362
373,28,3,23,20230409,2023-04-09,10202,10092,110
374,28,3,23,20230410,2023-04-10,7174,7079,95
375,28,3,23,20230411,2023-04-11,5527,5416,111
376,28,3,23,20230412,2023-04-12,6050,5730,320
377,28,3,23,20230413,2023-04-13,10026,9689,337
378,28,3,23,20230415,2023-04-15,12682,12011,671
379,28,3,23,20230416,2023-04-16,4682,4553,129
380,28,3,23,20230417,2023-04-17,10590,10042,548
381,29,3,58,20240829,2024-08-29,12170,11660,510
382,29,3,58,20240831,2024-08-31,7141,7053,88
383,29,3,58,20240901,2024-09-01,3700,3616,84
384,29,3,58,20240902,2024-09-02,9817,9629,188
385,29,3,58,20240903,2024-09-03,16394,16094,300
386,29,3,58,20240904,2024-09-04,3711,3566,145
387,29,3,58,20240905,2024-09-05,9454,9106,348
388,29,3,58,20240907,2024-09-07,6426,6170,256
389,30,1,13,20240622,2024-06-22,2563,2445,118
390,30,1,13,20240623,2024-06-23,1989,1899,90
391,30,1,13,20240624,2024-06-24,1888,1821,67
392,30,1,13,20240625,2024-06-25,1950,1899,51
393,30,1,13,20240626,2024-06-26,2864,2714,150
394,30,1,13,20240627,2024-06-27,861,811,50
395,30,1,13,20240629,2024-06-29,1733,1674,59
396,30,1,13,20240630,2024-06-30,1440,1401,39
397,30,1,13,20240701,2024-07-01,1805,1706,99
398,30,1,13,20240702,2024-07-02,2844,2796,48
399,30,1,13,20240703,2024-07-03,1822,1736,86
400,30,1,13,20240704,2024-07-04,2245,2172,73
401,30,1,13,20240706,2024-07-06,2173,2095,78
402,30,1,13,20240707,2024-07-07,2093,2017,76
403,30,1,13,20240708,2024-07-08,2144,2059,85
404,31,1,8,20220226,2022-02-26,15211,14740,471
405,31,1,8,20220227,2022-02-27,18730,18045,685
406,31,1,8,20220228,2022-02-28,19868,19009,859
407,31,1,8,20220301,2022-03-01,15753,15589,164
408,31,1,8,20220302,2022-03-02,13101,12909,192
409,31,1,8,20220303,2022-03-03,7962,7543,419
410,32,1,15,20220817,2022-08-17,1378,1329,49
411,32,1,15,20220818,2022-08-18,846,801,45
412,32,1,15,20220820,2022-08-20,973,951,22
413,32,1,15,20220821,2022-08-21,969,924,45
414,32,1,15,20220822,2022-08-22,1622,1545,77
415,32,1,15,20220823,2022-08-23,890,865,25
416,32,1,15,20220824,2022-08-24,1204,1138,66
417,32,1,15,20220825,2022-08-25,482,470,12
418,32,1,15,20220827,2022-08-27,1622,1582,40
419,32,1,15,20220828,2022-08-28,1242,1172,70
420,32,1,15,20220829,2022-08-29,714,676,38
421,32,1,15,20220830,2022-08-30,1534,1458,76
422,32,1,15,20220831,2022-08-31,911,867,44
423,32,1,15,20220901,2022-09-01,1092,1076,16
424,32,1,15,20220903,2022-09-03,684,656,28
425,32,1,15,20220904,2022-09-04,575,553,22
426,33,2,61,20221215,2022-12-15,1227,1167,60
427,33,2,61,20221217,2022-12-17,2006,1959,47
428,33,2,61,20221218,2022-12-18,2857,2728,129
429,33,2,61,20221219,2022-12-19,3139,3032,107
430,33,2,61,20221220,2022-12-20,1717,1625,92
431,33,2,61,20221221,2022-12-21,1108,1056,52
432,33,2,61,20221222,2022-12-22,1929,1814,115
433,33,2,61,20221224,2022-12-24,1305,1290,15
434,33,2,61,20221225,2022-12-25,2308,2229,79
435,33,2,61,20221226,2022-12-26,3407,3363,44
436,33,2,61,20221227,2022-12-27,1416,1389,27
437,33,2,61,20221228,2022-12-28,1673,1614,59
438,33,2,61,20221229,2022-12-29,2803,2711,92
439,33,2,61,20221231,2022-12-31,3080,3022,58
440,33,2,61,20230101,2023-01-01,2176,2064,112
441,33,2,61,20230102,2023-01-02,2230,2203,27
442,33,2,61,20230103,2023-01-03,2182,2100,82
443,33,2,61,20230104,2023-01-04,1382,1327,55
444,33,2,61,20230105,2023-01-05,2774,2723,51
445,33,2,61,20230107,2023-01-07,2145,2110,35
446,33,2,61,20230108,2023-01-08,2939,2896,43
447,34,3,78,20230723,2023-07-23,5968,5615,353
448,34,3,78,20230724,2023-07-24,5462,5268,194
449,34,3,78,20230725,2023-07-25,4417,4370,47
450,34,3,78,20230726,2023-07-26,2701,2546,155
451,34,3,78,20230727,2023-07-27,4098,4037,61
452,34,3,78,20230729,2023-07-29,2889,2735,154
453,34,3,78,20230730,2023-07-30,3724,3537,187
454,34,3,78,20230731,2023-07-31,3392,3243,149
455,34,3,78,20230801,2023-08-01,4138,4050,88
456,34,3,78,20230802,2023-08-02,4431,4190,241
457,34,3,78,20230803,2023-08-03,2599,2492,107
458,34,3,78,20230805,2023-08-05,6445,6359,86
459,34,3,78,20230806,2023-08-06,4734,4578,156
460,34,3,78,20230807,2023-08-07,3545,3434,111
461,34,3,78,20230808,2023-08-08,4336,4154,182
462,34,3,78,20230809,2023-08-09,3011,2919,92
463,34,3,78,20230810,2023-08-10,2511,2441,70
464,35,2,21,20241127,2024-11-27,319,313,6
465,35,2,21,20241128,2024-11-28,436,423,13
466,35,2,21,20241130,2024-11-30,273,264,9
467,35,2,21,20241201,2024-12-01,444,422,22
468,35,2,21,20241202,2024-12-02,353,343,10
469,35,2,21,20241203,2024-12-03,478,470,8
470,35,2,21,20241204,2024-12-04,363,345,18
471,35,2,21,20241205,2024-12-05,276,265,11
472,35,2,21,20241207,2024-12-07,364,343,21
473,35,2,21,20241208,2024-12-08,441,430,11
474,35,2,21,20241209,2024-12-09,433,420,13
475,35,2,21,20241210,2024-12-10,200,188,12
476,35,2,21,20241211,2024-12-11,557,523,34
477,35,2,21,20241212,2024-12-12,426,408,18
478,35,2,21,20241214,2024-12-14,410,405,5
479,35,2,21,20241215,2024-12-15,451,427,24
480,35,2,21,20241216,2024-12-16,348,334,14
481,35,2,21,20241217,2024-12-17,565,552,13
482,35,2,21,20241218,2024-12-18,401,388,13
483,35,2,21,20241219,2024-12-19,190,185,5
484,35,2,21,20241221,2024-12-21,514,497,17
485,36,3,48,20241002,2024-10-02,1855,1825,30
486,36,3,48,20241003,2024-10-03,1259,1224,35
487,36,3,48,20241005,2024-10-05,2454,2398,56
488,36,3,48,20241006,2024-10-06,426,402,24
489,36,3,48,20241007,2024-10-07,3381,3323,58
490,36,3,48,20241008,2024-10-08,4431,4268,163
491,36,3,48,20241009,2024-10-09,3732,3552,180
492,36,3,48,20241010,2024-10-10,4277,4119,158
493,36,3,48,20241012,2024-10-12,4434,4252,182
494,36,3,48,20241013,2024-10-13,3273,3170,103
495,36,3,48,20241014,2024-10-14,3743,3643,100
496,36,3,48,20241015,2024-10-15,2534,2402,132
497,36,3,48,20241016,2024-10-16,3675,3513,162
498,36,3,48,20241017,2024-10-17,4661,4538,123
499,36,3,48,20241019,2024-10-19,2437,2346,91
500,36,3,48,20241020,2024-10-20,3023,2875,148
501,36,3,48,20241021,2024-10-21,3400,3202,198
502,37,3,20,20240203,2024-02-03,11950,11681,269
503,37,3,20,20240204,2024-02-04,11737,11201,536
504,37,3,20,20240205,2024-02-05,10978,10842,136
505,37,3,20,20240206,2024-02-06,8861,8727,134
506,37,3,20,20240207,2024-02-07,4903,4788,115
507,37,3,20,20240208,2024-02-08,12331,11622,709
508,37,3,20,20240210,2024-02-10,7971,7538,433
509,37,3,20,20240211,2024-02-11,9857,9409,448
510,37,3,20,20240212,2024-02-12,6738,6429,309
511,37,3,20,20240213,2024-02-13,11269,10800,469
512,37,3,20,20240214,2024-02-14,7462,7036,426
513,38,1,63,20220505,2022-05-05,10224,9876,348
514,38,1,63,20220507,2022-05-07,13874,13277,597
515,38,1,63,20220508,2022-05-08,14614,13956,658
516,38,1,63,20220509,2022-05-09,15557,15229,328
517,38,1,63,20220510,2022-05-10,3999,3895,104
518,38,1,63,20220511,2022-05-11,10073,9957,116
519,38,1,63,20220512,2022-05-12,8954,8835,119
520,39,2,42,20240617,2024-06-17,3319,3128,191
521,39,2,42,20240618,2024-06-18,6316,6212,104
